IdLog,IdUtilisateur,IdSession,Horodatage,Page,Action,Appareil,Pays,TempsReponseMs,CodeStatut,CategorieProduit,ChiffreAffaires
661,UTIL0242,SESSION00423,2025-06-20 22:27:56,/connexion,ajouter_panier,ordinateur,Pays-Bas,736,200,Beaute,0.0
662,UTIL0281,SESSION00335,2025-08-21 22:01:48,/contact,voir_page,ordinateur,Suisse,832,200,Telephonie,0.0
663,UTIL0206,SESSION00205,2025-11-18 09:20:36,/accueil,cliquer_produit,ordinateur,France,726,200,Gaming,0.0
664,UTIL0211,SESSION00328,2025-08-20 15:55:47,/details-produit,achat,ordinateur,Italie,790,200,Telephonie,177.24
665,UTIL0213,SESSION00377,2025-04-04 12:56:24,/produits,voir_page,tablette,Allemagne,164,404,Beaute,0.0
666,UTIL0046,SESSION00474,2025-04-12 08:44:54,/panier,cliquer_produit,ordinateur,France,1722,200,Beaute,0.0
667,UTIL0189,SESSION00175,2025-10-18 03:00:45,/produits,voir_page,tablette,Espagne,1938,200,Sport,0.0
668,UTIL0098,SESSION00273,2025-05-28 23:31:24,/panier,voir_page,ordinateur,Espagne,926,200,Telephonie,0.0
669,UTIL0215,SESSION00185,2025-07-29 04:01:18,/panier,voir_page,mobile,Allemagne,1927,404,Mode,0.0
670,UTIL0044,SESSION00011,2025-08-29 04:55:20,/connexion,cliquer_produit,tablette,Espagne,949,200,Gaming,0.0
671,UTIL0038,SESSION00098,2025-10-13 01:03:21,/commande,voir_page,ordinateur,Espagne,1531,500,Gaming,0.0
672,UTIL0003,SESSION00260,2025-09-16 19:24:19,/accueil,achat,mobile,Suisse,1599,200,Beaute,39.74
673,UTIL0258,SESSION00505,2025-06-23 14:08:05,/details-produit,voir_page,mobile,Suisse,2252,200,Mode,0.0
674,UTIL0066,SESSION00512,2025-05-24 23:23:59,/accueil,voir_page,mobile,Italie,1158,200,Telephonie,0.0
675,UTIL0161,SESSION00447,2025-03-26 10:47:31,/promotion,passer_commande,ordinateur,Belgique,1882,200,Maison,0.0
676,UTIL0019,SESSION00482,2025-05-14 05:45:29,/details-produit,voir_page,mobile,France,2107,200,Mode,0.0
677,UTIL0249,SESSION00469,2025-09-10 03:54:46,/promotion,achat,ordinateur,France,1511,200,Telephonie,156.38
678,UTIL0140,SESSION00577,2025-12-06 18:13:37,/promotion,ajouter_panier,ordinateur,Belgique,2417,200,Informatique,0.0
679,UTIL0049,SESSION00337,2025-01-14 09:43:43,/connexion,voir_page,ordinateur,Espagne,1610,200,Informatique,0.0
680,UTIL0015,SESSION00084,2025-08-24 22:42:30,/details-produit,ajouter_panier,mobile,Suisse,1183,200,Informatique,0.0
681,UTIL0232,SESSION00333,2025-10-19 04:13:55,/accueil,voir_page,ordinateur,Pays-Bas,1238,200,Informatique,0.0
682,UTIL0196,SESSION00095,2025-07-24 08:11:15,/promotion,ajouter_panier,mobile,France,164,200,Maison,0.0
683,UTIL0146,SESSION00158,2025-03-03 09:31:51,/contact,voir_page,mobile,Suisse,1350,404,Beaute,0.0
684,UTIL0189,SESSION00525,2025-04-13 15:28:56,/produits,voir_page,mobile,Espagne,1179,200,Sport,0.0
685,UTIL0189,SESSION00191,2025-08-11 20:27:05,/contact,voir_page,ordinateur,Belgique,1479,500,Gaming,0.0
686,UTIL0254,SESSION00540,2025-11-19 20:33:05,/details-produit,voir_page,mobile,Espagne,1871,200,Telephonie,0.0
687,UTIL0066,SESSION00308,2025-05-08 16:27:18,/details-produit,cliquer_produit,tablette,France,2336,200,Informatique,0.0
688,UTIL0218,SESSION00423,2025-02-18 14:42:46,/promotion,cliquer_produit,tablette,Pays-Bas,1117,200,Beaute,0.0
689,UTIL0009,SESSION00117,2025-12-05 14:11:50,/promotion,voir_page,ordinateur,Pays-Bas,1689,200,Sport,0.0
690,UTIL0161,SESSION00466,2025-12-10 14:39:51,/commande,passer_commande,mobile,Italie,846,200,Informatique,0.0
691,UTIL0055,SESSION00445,2025-10-01 00:00:25,/commande,ajouter_panier,ordinateur,France,783,200,Sport,0.0
692,UTIL0156,SESSION00370,2025-12-20 21:44:43,/connexion,cliquer_produit,mobile,Pays-Bas,1319,200,Maison,0.0
693,UTIL0009,SESSION00193,2025-01-14 06:30:41,/produits,voir_page,ordinateur,Suisse,1070,200,Gaming,0.0
694,UTIL0098,SESSION00089,2025-06-04 14:09:30,/promotion,passer_commande,mobile,France,557,200,Maison,0.0
695,UTIL0249,SESSION00483,2025-01-11 14:37:15,/connexion,ajouter_panier,ordinateur,Italie,2412,200,Sport,0.0
696,UTIL0053,SESSION00443,2025-08-01 15:47:37,/accueil,voir_page,tablette,Suisse,2350,500,Informatique,0.0
697,UTIL0263,SESSION00500,2025-04-29 22:03:33,/connexion,cliquer_produit,ordinateur,Espagne,2440,200,Informatique,0.0
698,UTIL0243,SESSION00120,2025-09-11 19:41:22,/contact,voir_page,mobile,Suisse,1866,200,Mode,0.0
699,UTIL0177,SESSION00449,2025-04-29 16:14:37,/connexion,ajouter_panier,tablette,Italie,1998,200,Mode,0.0
700,UTIL0214,SESSION00369,2025-08-30 05:39:13,/contact,ajouter_panier,mobile,Suisse,433,200,Maison,0.0
701,UTIL0252,SESSION00104,2025-08-01 15:19:15,/details-produit,voir_page,ordinateur,Belgique,272,500,Mode,0.0
702,UTIL0082,SESSION00179,2025-09-15 01:51:04,/paiement,passer_commande,mobile,Espagne,546,200,Informatique,0.0
703,UTIL0133,SESSION00349,2025-07-01 01:49:56,/connexion,cliquer_produit,tablette,Italie,699,200,Telephonie,0.0
704,UTIL0026,SESSION00449,2025-08-23 03:06:50,/produits,cliquer_produit,tablette,Belgique,497,200,Informatique,0.0
705,UTIL0061,SESSION00211,2025-07-05 05:46:18,/details-produit,cliquer_produit,tablette,Espagne,2152,200,Telephonie,0.0
706,UTIL0172,SESSION00142,2025-03-04 06:28:26,/paiement,voir_page,ordinateur,Allemagne,2020,200,Beaute,0.0
707,UTIL0191,SESSION00425,2025-07-04 20:42:15,/commande,voir_page,ordinateur,Pays-Bas,2249,200,Maison,0.0
708,UTIL0212,SESSION00420,2025-08-23 16:50:43,/contact,voir_page,mobile,France,1892,200,Informatique,0.0
709,UTIL0036,SESSION00087,2025-06-23 10:25:49,/promotion,ajouter_panier,ordinateur,Espagne,331,200,Informatique,0.0
710,UTIL0295,SESSION00060,2025-11-20 22:51:42,/details-produit,cliquer_produit,tablette,Italie,1797,200,Gaming,0.0
711,UTIL0161,SESSION00353,2025-01-05 08:57:33,/commande,ajouter_panier,tablette,Allemagne,1734,200,Maison,0.0
712,UTIL0177,SESSION00415,2025-04-12 09:05:02,/connexion,passer_commande,tablette,Italie,1677,200,Gaming,0.0
713,UTIL0277,SESSION00291,2025-04-20 02:32:35,/promotion,passer_commande,mobile,Belgique,1475,200,Maison,0.0
714,UTIL0133,SESSION00248,2025-06-05 23:27:32,/promotion,voir_page,ordinateur,Suisse,325,200,Mode,0.0
715,UTIL0064,SESSION00049,2025-11-30 03:28:19,/paiement,cliquer_produit,tablette,Suisse,101,200,Maison,0.0
716,UTIL0120,SESSION00359,2025-06-03 09:42:50,/promotion,ajouter_panier,tablette,Belgique,653,200,Beaute,0.0
717,UTIL0168,SESSION00529,2025-10-26 06:52:49,/produits,ajouter_panier,mobile,Espagne,481,200,Sport,0.0
718,UTIL0048,SESSION00064,2025-08-06 04:30:13,/produits,ajouter_panier,mobile,France,1592,200,Sport,0.0
719,UTIL0203,SESSION00271,2025-10-27 15:40:27,/promotion,cliquer_produit,mobile,Suisse,2085,200,Sport,0.0
720,UTIL0259,SESSION00131,2025-09-06 22:29:08,/details-produit,ajouter_panier,tablette,Belgique,2247,200,Maison,0.0
721,UTIL0081,SESSION00573,2025-07-09 03:38:54,/accueil,cliquer_produit,mobile,France,575,200,Mode,0.0
722,UTIL0061,SESSION00381,2025-06-06 11:19:18,/details-produit,voir_page,mobile,France,665,200,Beaute,0.0
723,UTIL0146,SESSION00221,2025-04-04 23:31:00,/commande,voir_page,ordinateur,Belgique,1508,200,Informatique,0.0
724,UTIL0290,SESSION00464,2025-06-22 12:30:53,/commande,voir_page,tablette,Pays-Bas,623,200,Beaute,0.0
725,UTIL0230,SESSION00153,2025-06-16 02:51:39,/connexion,cliquer_produit,tablette,Belgique,1757,200,Sport,0.0
726,UTIL0227,SESSION00285,2025-11-27 02:55:10,/accueil,voir_page,tablette,France,2422,200,Telephonie,0.0
727,UTIL0064,SESSION00573,2025-02-13 06:39:34,/promotion,ajouter_panier,tablette,Pays-Bas,296,404,Beaute,0.0
728,UTIL0258,SESSION00020,2025-03-03 21:59:34,/connexion,voir_page,ordinateur,France,1206,200,Maison,0.0
729,UTIL0044,SESSION00547,2025-11-07 10:25:37,/connexion,ajouter_panier,ordinateur,Espagne,175,200,Maison,0.0
730,UTIL0163,SESSION00392,2025-05-12 02:07:06,/promotion,voir_page,tablette,Allemagne,1248,200,Mode,0.0
731,UTIL0158,SESSION00418,2025-12-14 05:03:39,/details-produit,ajouter_panier,mobile,Allemagne,191,200,Mode,0.0
732,UTIL0073,SESSION00423,2025-06-15 08:24:52,/paiement,voir_page,ordinateur,France,909,200,Beaute,0.0
733,UTIL0261,SESSION00517,2025-07-17 03:17:03,/connexion,cliquer_produit,mobile,Espagne,2345,200,Sport,0.0
734,UTIL0010,SESSION00276,2025-10-11 18:43:06,/panier,voir_page,ordinateur,Pays-Bas,2352,200,Maison,0.0
735,UTIL0229,SESSION00086,2025-11-22 16:13:50,/contact,voir_page,ordinateur,Italie,2293,500,Telephonie,0.0
736,UTIL0285,SESSION00463,2025-01-22 00:52:29,/contact,voir_page,tablette,Italie,765,200,Sport,0.0
737,UTIL0195,SESSION00360,2025-11-20 06:37:53,/commande,voir_page,tablette,Italie,266,200,Beaute,0.0
738,UTIL0046,SESSION00405,2025-12-24 03:53:08,/commande,cliquer_produit,tablette,Belgique,1224,200,Maison,0.0
739,UTIL0176,SESSION00268,2025-12-29 14:17:15,/paiement,cliquer_produit,tablette,Italie,1479,200,Beaute,0.0
740,UTIL0002,SESSION00488,2025-01-03 00:43:11,/details-produit,voir_page,mobile,Belgique,2082,200,Beaute,0.0
741,UTIL0276,SESSION00032,2025-12-10 14:43:07,/produits,voir_page,mobile,Pays-Bas,1621,200,Mode,0.0
742,UTIL0064,SESSION00474,2025-07-09 06:28:00,/accueil,voir_page,ordinateur,Suisse,161,200,Gaming,0.0
743,UTIL0099,SESSION00093,2025-11-11 20:19:51,/paiement,passer_commande,tablette,Allemagne,1039,500,Mode,0.0
744,UTIL0108,SESSION00008,2025-04-11 20:25:07,/connexion,voir_page,mobile,Belgique,2129,200,Beaute,0.0
745,UTIL0034,SESSION00132,2025-02-03 04:16:59,/details-produit,voir_page,tablette,Pays-Bas,1013,200,Gaming,0.0
746,UTIL0012,SESSION00546,2025-11-11 08:43:35,/panier,ajouter_panier,mobile,France,1829,200,Gaming,0.0
747,UTIL0222,SESSION00417,2025-05-21 03:43:33,/paiement,voir_page,mobile,Espagne,1560,200,Informatique,0.0
748,UTIL0025,SESSION00285,2025-08-04 17:28:20,/panier,passer_commande,ordinateur,Espagne,877,200,Beaute,0.0
749,UTIL0217,SESSION00077,2025-05-08 06:10:21,/panier,ajouter_panier,mobile,France,476,200,Sport,0.0
750,UTIL0129,SESSION00254,2025-02-25 15:15:21,/paiement,ajouter_panier,ordinateur,Pays-Bas,1446,200,Maison,0.0
751,UTIL0049,SESSION00458,2025-10-24 03:05:03,/connexion,achat,ordinateur,Espagne,1363,200,Gaming,51.21
752,UTIL0029,SESSION00309,2025-11-09 20:27:04,/connexion,voir_page,ordinateur,Suisse,308,200,Mode,0.0
753,UTIL0050,SESSION00421,2025-04-30 19:50:42,/contact,ajouter_panier,tablette,France,1937,200,Telephonie,0.0
754,UTIL0174,SESSION00027,2025-08-21 16:21:37,/produits,voir_page,ordinateur,France,500,200,Gaming,0.0
755,UTIL0294,SESSION00130,2025-11-23 16:16:22,/panier,voir_page,mobile,Espagne,1901,200,Maison,0.0
756,UTIL0066,SESSION00320,2025-10-27 13:32:41,/accueil,ajouter_panier,mobile,Italie,2470,200,Telephonie,0.0
757,UTIL0159,SESSION00352,2025-05-30 11:00:33,/connexion,voir_page,tablette,Suisse,672,200,Beaute,0.0
758,UTIL0028,SESSION00433,2025-06-26 06:12:40,/promotion,ajouter_panier,ordinateur,Pays-Bas,360,200,Gaming,0.0
759,UTIL0170,SESSION00593,2025-10-17 10:39:19,/connexion,cliquer_produit,mobile,Italie,744,200,Telephonie,0.0
760,UTIL0113,SESSION00004,2025-11-24 07:44:14,/connexion,passer_commande,mobile,Belgique,953,200,Gaming,0.0
761,UTIL0193,SESSION00211,2025-07-24 05:52:00,/paiement,ajouter_panier,mobile,France,382,200,Beaute,0.0
762,UTIL0226,SESSION00200,2025-11-20 18:58:48,/commande,voir_page,mobile,France,201,200,Mode,0.0
763,UTIL0090,SESSION00348,2025-10-11 07:11:12,/commande,voir_page,ordinateur,Allemagne,1152,404,Informatique,0.0
764,UTIL0195,SESSION00114,2025-06-23 06:19:29,/details-produit,ajouter_panier,ordinateur,Italie,1605,200,Beaute,0.0
765,UTIL0034,SESSION00122,2025-03-15 04:50:12,/contact,achat,ordinateur,Belgique,1629,200,Mode,307.78
766,UTIL0024,SESSION00194,2025-10-02 09:50:09,/panier,achat,mobile,Allemagne,298,200,Mode,438.97
767,UTIL0108,SESSION00084,2025-08-29 21:39:04,/connexion,passer_commande,ordinateur,Belgique,1669,200,Gaming,0.0
768,UTIL0256,SESSION00532,2025-08-26 05:20:45,/paiement,ajouter_panier,mobile,Belgique,2059,200,Sport,0.0
769,UTIL0299,SESSION00038,2025-04-17 07:57:12,/contact,cliquer_produit,mobile,Pays-Bas,1040,200,Mode,0.0
770,UTIL0293,SESSION00161,2025-07-11 08:35:05,/contact,voir_page,ordinateur,Pays-Bas,424,200,Beaute,0.0
771,UTIL0239,SESSION00525,2025-11-15 10:27:28,/accueil,voir_page,mobile,Espagne,1755,200,Sport,0.0
772,UTIL0013,SESSION00184,2025-08-15 07:16:41,/contact,voir_page,ordinateur,Italie,417,200,Beaute,0.0
773,UTIL0142,SESSION00234,2025-02-20 03:04:23,/produits,cliquer_produit,ordinateur,Belgique,900,200,Gaming,0.0
774,UTIL0141,SESSION00196,2025-12-28 19:08:54,/commande,voir_page,tablette,Suisse,2304,404,Informatique,0.0
775,UTIL0178,SESSION00414,2025-07-27 18:48:41,/commande,ajouter_panier,ordinateur,Espagne,2179,500,Maison,0.0
776,UTIL0117,SESSION00215,2025-08-31 07:33:37,/panier,passer_commande,tablette,Pays-Bas,1999,200,Sport,0.0
777,UTIL0161,SESSION00193,2025-08-08 22:26:13,/produits,voir_page,mobile,Espagne,2367,200,Maison,0.0
778,UTIL0157,SESSION00010,2025-09-13 21:53:22,/details-produit,cliquer_produit,mobile,Allemagne,1796,200,Telephonie,0.0
779,UTIL0154,SESSION00334,2025-10-28 00:36:50,/promotion,voir_page,ordinateur,Allemagne,709,500,Mode,0.0
780,UTIL0196,SESSION00210,2025-07-20 02:34:24,/contact,cliquer_produit,ordinateur,Espagne,524,200,Sport,0.0
781,UTIL0048,SESSION00176,2025-02-23 21:35:11,/commande,cliquer_produit,ordinateur,Pays-Bas,2081,200,Maison,0.0
782,UTIL0146,SESSION00211,2025-04-30 09:42:33,/contact,voir_page,ordinateur,Espagne,315,200,Informatique,0.0
783,UTIL0201,SESSION00161,2025-02-26 04:34:26,/contact,voir_page,mobile,Suisse,361,200,Telephonie,0.0
784,UTIL0159,SESSION00443,2025-12-30 21:30:10,/panier,voir_page,tablette,Belgique,1351,200,Beaute,0.0
785,UTIL0142,SESSION00207,2025-01-04 04:28:04,/connexion,ajouter_panier,mobile,Belgique,1091,200,Beaute,0.0
786,UTIL0237,SESSION00590,2025-01-21 23:05:18,/connexion,passer_commande,tablette,Espagne,1500,200,Gaming,0.0
787,UTIL0090,SESSION00426,2025-05-08 05:57:39,/contact,ajouter_panier,tablette,Espagne,1955,200,Gaming,0.0
788,UTIL0202,SESSION00045,2025-05-03 05:17:56,/produits,voir_page,tablette,Belgique,1275,200,Informatique,0.0
789,UTIL0253,SESSION00422,2025-10-11 03:23:04,/panier,cliquer_produit,ordinateur,Belgique,1415,200,Maison,0.0
790,UTIL0023,SESSION00474,2025-01-14 02:40:44,/promotion,voir_page,tablette,Suisse,1971,200,Gaming,0.0
791,UTIL0204,SESSION00039,2025-01-06 08:07:45,/panier,voir_page,ordinateur,Italie,1981,200,Informatique,0.0
792,UTIL0225,SESSION00144,2025-08-30 08:53:10,/panier,voir_page,ordinateur,Pays-Bas,153,200,Maison,0.0
793,UTIL0201,SESSION00173,2025-02-09 21:48:00,/promotion,voir_page,tablette,Italie,708,200,Maison,0.0
794,UTIL0273,SESSION00222,2025-08-15 22:03:53,/accueil,voir_page,tablette,Pays-Bas,2221,200,Gaming,0.0
795,UTIL0200,SESSION00316,2025-08-16 01:38:00,/produits,cliquer_produit,ordinateur,Pays-Bas,1625,200,Maison,0.0
796,UTIL0103,SESSION00094,2025-01-09 13:01:00,/panier,voir_page,mobile,Pays-Bas,867,200,Informatique,0.0
797,UTIL0086,SESSION00172,2025-01-23 13:32:06,/produits,voir_page,mobile,Italie,2382,200,Beaute,0.0
798,UTIL0203,SESSION00439,2025-03-03 07:13:06,/promotion,voir_page,mobile,Italie,791,200,Gaming,0.0
799,UTIL0109,SESSION00470,2025-04-23 02:42:52,/contact,voir_page,mobile,Suisse,1591,200,Maison,0.0
800,UTIL0053,SESSION00550,2025-10-19 05:16:06,/connexion,voir_page,tablette,Italie,1671,200,Telephonie,0.0
801,UTIL0090,SESSION00326,2025-12-08 15:04:21,/paiement,cliquer_produit,ordinateur,Belgique,2476,200,Beaute,0.0
802,UTIL0258,SESSION00014,2025-04-30 00:39:48,/panier,cliquer_produit,ordinateur,Italie,1048,200,Telephonie,0.0
803,UTIL0031,SESSION00141,2025-07-11 15:18:12,/produits,voir_page,ordinateur,Espagne,917,200,Maison,0.0
804,UTIL0169,SESSION00138,2025-05-23 10:41:50,/connexion,passer_commande,ordinateur,Belgique,1779,200,Mode,0.0
805,UTIL0170,SESSION00351,2025-05-05 06:34:03,/panier,ajouter_panier,tablette,Allemagne,991,200,Sport,0.0
806,UTIL0227,SESSION00007,2025-02-03 15:04:12,/details-produit,cliquer_produit,ordinateur,Suisse,659,404,Maison,0.0
807,UTIL0105,SESSION00242,2025-09-17 02:27:46,/promotion,voir_page,mobile,Italie,752,200,Maison,0.0
808,UTIL0156,SESSION00293,2025-10-23 14:40:12,/panier,voir_page,mobile,Pays-Bas,2050,200,Mode,0.0
809,UTIL0242,SESSION00452,2025-08-05 16:39:47,/details-produit,voir_page,mobile,Pays-Bas,718,200,Telephonie,0.0
810,UTIL0219,SESSION00086,2025-06-03 19:34:09,/contact,cliquer_produit,tablette,Suisse,799,200,Sport,0.0
811,UTIL0193,SESSION00576,2025-11-07 15:04:21,/commande,voir_page,ordinateur,Suisse,2002,200,Maison,0.0
812,UTIL0192,SESSION00504,2025-07-27 13:25:47,/promotion,voir_page,mobile,Espagne,2085,200,Beaute,0.0
813,UTIL0064,SESSION00395,2025-10-17 05:12:48,/accueil,voir_page,mobile,Italie,1507,200,Sport,0.0
814,UTIL0030,SESSION00395,2025-08-06 23:15:15,/paiement,cliquer_produit,mobile,France,1560,200,Gaming,0.0
815,UTIL0134,SESSION00467,2025-12-15 04:16:15,/details-produit,voir_page,tablette,Belgique,741,200,Telephonie,0.0
816,UTIL0204,SESSION00083,2025-09-23 06:56:27,/contact,voir_page,ordinateur,Pays-Bas,1828,200,Mode,0.0
817,UTIL0196,SESSION00316,2025-07-30 23:55:05,/promotion,cliquer_produit,ordinateur,Suisse,2425,200,Mode,0.0
818,UTIL0108,SESSION00408,2025-12-24 09:00:10,/commande,ajouter_panier,mobile,France,476,200,Gaming,0.0
819,UTIL0148,SESSION00442,2025-03-29 05:23:11,/contact,voir_page,tablette,Allemagne,891,200,Beaute,0.0
820,UTIL0291,SESSION00218,2025-04-06 06:03:47,/connexion,achat,ordinateur,Pays-Bas,865,200,Telephonie,216.22
821,UTIL0086,SESSION00082,2025-05-31 02:24:07,/produits,cliquer_produit,mobile,France,1481,200,Maison,0.0
822,UTIL0005,SESSION00063,2025-05-17 00:42:37,/produits,cliquer_produit,ordinateur,France,944,200,Informatique,0.0
823,UTIL0137,SESSION00498,2025-08-31 10:38:27,/promotion,voir_page,mobile,Italie,1485,500,Telephonie,0.0
824,UTIL0205,SESSION00388,2025-11-09 01:22:55,/paiement,voir_page,mobile,Pays-Bas,490,200,Telephonie,0.0
825,UTIL0014,SESSION00126,2025-09-29 08:44:48,/details-produit,cliquer_produit,ordinateur,Italie,1931,200,Gaming,0.0
826,UTIL0212,SESSION00193,2025-01-02 20:52:20,/promotion,passer_commande,ordinateur,Suisse,1555,200,Telephonie,0.0
827,UTIL0120,SESSION00497,2025-07-24 23:39:50,/connexion,ajouter_panier,ordinateur,Italie,1832,404,Sport,0.0
828,UTIL0198,SESSION00301,2025-11-07 06:45:09,/produits,achat,tablette,Belgique,2146,200,Sport,402.47
829,UTIL0240,SESSION00173,2025-08-17 03:30:42,/promotion,voir_page,tablette,Allemagne,1076,200,Telephonie,0.0
830,UTIL0055,SESSION00446,2025-01-15 05:59:59,/produits,achat,mobile,Espagne,1228,200,Mode,339.65
831,UTIL0070,SESSION00548,2025-11-21 23:31:05,/produits,achat,tablette,Italie,996,404,Telephonie,0.0
832,UTIL0176,SESSION00387,2025-07-15 20:41:50,/produits,passer_commande,tablette,Pays-Bas,1869,200,Maison,0.0
833,UTIL0045,SESSION00115,2025-02-15 10:47:37,/commande,voir_page,ordinateur,Suisse,555,200,Maison,0.0
834,UTIL0296,SESSION00002,2025-06-09 01:37:34,/contact,passer_commande,ordinateur,Pays-Bas,1669,500,Mode,0.0
835,UTIL0267,SESSION00228,2025-02-24 12:00:34,/details-produit,ajouter_panier,mobile,Italie,672,200,Mode,0.0
836,UTIL0234,SESSION00151,2025-11-04 09:09:47,/connexion,ajouter_panier,tablette,Pays-Bas,220,200,Mode,0.0
837,UTIL0141,SESSION00588,2025-09-02 20:53:13,/produits,cliquer_produit,mobile,Italie,1622,200,Telephonie,0.0
838,UTIL0116,SESSION00054,2025-04-02 15:46:25,/panier,voir_page,mobile,Pays-Bas,732,500,Beaute,0.0
839,UTIL0243,SESSION00357,2025-07-20 12:04:33,/contact,voir_page,tablette,Italie,1236,200,Maison,0.0
840,UTIL0202,SESSION00100,2025-03-09 10:48:50,/promotion,ajouter_panier,tablette,Pays-Bas,301,200,Gaming,0.0
841,UTIL0296,SESSION00141,2025-08-15 22:30:18,/details-produit,voir_page,ordinateur,Allemagne,973,200,Maison,0.0
842,UTIL0186,SESSION00590,2025-02-22 21:50:54,/accueil,ajouter_panier,ordinateur,Espagne,1829,200,Maison,0.0
843,UTIL0183,SESSION00486,2025-04-02 01:07:32,/produits,passer_commande,tablette,Italie,1856,404,Gaming,0.0
844,UTIL0018,SESSION00122,2025-05-04 12:31:19,/panier,ajouter_panier,tablette,Belgique,786,200,Sport,0.0
845,UTIL0238,SESSION00392,2025-05-21 20:41:28,/produits,ajouter_panier,mobile,France,571,200,Informatique,0.0
846,UTIL0116,SESSION00024,2025-10-28 18:36:30,/promotion,cliquer_produit,mobile,Suisse,467,200,Maison,0.0
847,UTIL0153,SESSION00586,2025-03-06 03:20:04,/contact,voir_page,tablette,Pays-Bas,2281,200,Telephonie,0.0
848,UTIL0285,SESSION00550,2025-09-29 15:04:33,/contact,ajouter_panier,tablette,Belgique,588,200,Maison,0.0
849,UTIL0093,SESSION00185,2025-01-03 17:28:51,/produits,achat,mobile,France,240,200,Maison,333.27
850,UTIL0018,SESSION00087,2025-03-05 16:19:23,/commande,voir_page,tablette,Allemagne,1812,500,Gaming,0.0
851,UTIL0024,SESSION00532,2025-05-31 21:34:28,/commande,voir_page,ordinateur,Belgique,2088,200,Beaute,0.0
852,UTIL0276,SESSION00523,2025-04-18 22:06:42,/paiement,passer_commande,ordinateur,Allemagne,230,200,Mode,0.0
853,UTIL0069,SESSION00566,2025-04-21 18:22:17,/panier,passer_commande,ordinateur,Suisse,1808,200,Mode,0.0
854,UTIL0205,SESSION00468,2025-02-12 08:43:27,/details-produit,voir_page,tablette,Allemagne,2275,200,Gaming,0.0
855,UTIL0191,SESSION00578,2025-12-03 20:52:32,/panier,ajouter_panier,tablette,Allemagne,1799,200,Mode,0.0
856,UTIL0195,SESSION00027,2025-11-06 07:04:17,/contact,achat,ordinateur,Belgique,530,200,Sport,51.66
857,UTIL0171,SESSION00280,2025-03-16 07:17:00,/paiement,cliquer_produit,ordinateur,Espagne,990,200,Informatique,0.0
858,UTIL0090,SESSION00540,2025-06-06 18:52:51,/produits,ajouter_panier,mobile,France,2246,200,Beaute,0.0
859,UTIL0139,SESSION00102,2025-01-25 05:20:48,/promotion,passer_commande,mobile,Allemagne,1493,200,Gaming,0.0
860,UTIL0283,SESSION00413,2025-09-02 18:08:16,/promotion,achat,ordinateur,Suisse,2183,200,Gaming,80.66
861,UTIL0028,SESSION00380,2025-12-29 07:43:38,/commande,voir_page,mobile,Suisse,1955,200,Mode,0.0
862,UTIL0147,SESSION00283,2025-08-08 16:45:56,/promotion,ajouter_panier,ordinateur,Italie,436,404,Sport,0.0
863,UTIL0041,SESSION00079,2025-05-03 02:10:36,/produits,ajouter_panier,ordinateur,France,1250,200,Sport,0.0
864,UTIL0218,SESSION00521,2025-03-11 15:31:32,/accueil,ajouter_panier,tablette,Suisse,2260,200,Sport,0.0
865,UTIL0004,SESSION00436,2025-12-26 17:47:22,/panier,voir_page,ordinateur,Suisse,2243,200,Informatique,0.0
866,UTIL0269,SESSION00231,2025-03-31 02:23:53,/details-produit,cliquer_produit,ordinateur,Belgique,1527,404,Sport,0.0
867,UTIL0192,SESSION00116,2025-06-23 21:15:53,/details-produit,cliquer_produit,tablette,Pays-Bas,562,200,Sport,0.0
868,UTIL0002,SESSION00583,2025-07-21 06:59:19,/panier,voir_page,tablette,Belgique,225,404,Beaute,0.0
869,UTIL0183,SESSION00007,2025-11-12 14:21:19,/accueil,ajouter_panier,mobile,France,101,200,Gaming,0.0
870,UTIL0005,SESSION00104,2025-08-09 15:12:05,/paiement,voir_page,tablette,Belgique,709,200,Sport,0.0
871,UTIL0116,SESSION00482,2025-07-22 11:19:23,/commande,voir_page,mobile,Allemagne,2277,200,Informatique,0.0
872,UTIL0083,SESSION00144,2025-07-01 23:27:00,/connexion,achat,mobile,Pays-Bas,892,200,Mode,39.32
873,UTIL0017,SESSION00165,2025-12-08 06:30:42,/paiement,voir_page,mobile,France,1804,200,Sport,0.0
874,UTIL0167,SESSION00410,2025-09-14 23:59:47,/details-produit,ajouter_panier,mobile,Allemagne,529,404,Telephonie,0.0
875,UTIL0177,SESSION00513,2025-01-07 21:15:03,/details-produit,voir_page,tablette,Pays-Bas,1481,200,Beaute,0.0
876,UTIL0246,SESSION00297,2025-05-25 15:05:48,/contact,ajouter_panier,mobile,Allemagne,704,200,Maison,0.0
877,UTIL0135,SESSION00254,2025-12-08 13:12:30,/produits,voir_page,tablette,Pays-Bas,502,200,Beaute,0.0
878,UTIL0077,SESSION00235,2025-03-03 04:25:02,/panier,cliquer_produit,mobile,Allemagne,678,200,Beaute,0.0
879,UTIL0195,SESSION00418,2025-09-26 09:44:40,/accueil,voir_page,ordinateur,Allemagne,1456,200,Informatique,0.0
880,UTIL0156,SESSION00113,2025-05-18 11:17:22,/accueil,cliquer_produit,tablette,Espagne,1091,200,Informatique,0.0
881,UTIL0027,SESSION00330,2025-04-19 09:30:17,/accueil,voir_page,tablette,France,1844,200,Sport,0.0
